Date,2 Yr,10 Yr
11/01/19,1.56,1.73
11/04/19,1.6,1.79
11/05/19,1.63,1.86
11/06/19,1.61,1.81
11/07/19,1.68,1.92
11/08/19,1.68,1.94
11/12/19,1.66,1.92
11/13/19,1.63,1.88
11/14/19,1.58,1.82
11/15/19,1.61,1.84
11/18/19,1.6,1.81
11/19/19,1.6,1.79
11/20/19,1.56,1.73
11/21/19,1.6,1.77
11/22/19,1.61,1.77
11/25/19,1.61,1.76
11/26/19,1.58,1.74
11/27/19,1.63,1.77
11/29/19,1.61,1.78
12/02/19,1.61,1.83
12/03/19,1.53,1.72
12/04/19,1.58,1.77
12/05/19,1.58,1.8
12/06/19,1.61,1.84
12/09/19,1.63,1.83
12/10/19,1.65,1.85
12/11/19,1.61,1.79
12/12/19,1.66,1.9
12/13/19,1.61,1.82
12/16/19,1.65,1.89
12/17/19,1.63,1.89
12/18/19,1.63,1.92
12/19/19,1.62,1.92
12/20/19,1.63,1.92
12/23/19,1.64,1.93
12/24/19,1.62,1.9
12/26/19,1.64,1.9
12/27/19,1.59,1.88
12/30/19,1.58,1.9
12/31/19,1.58,1.92
01/02/20,1.58,1.88
01/03/20,1.53,1.8
01/06/20,1.54,1.81
01/07/20,1.54,1.83
01/08/20,1.58,1.87
01/09/20,1.58,1.85
01/10/20,1.56,1.83
01/13/20,1.58,1.85
01/14/20,1.58,1.82
01/15/20,1.56,1.79
01/16/20,1.58,1.81
01/17/20,1.58,1.84
